n,input,val
2510, 0.591737, 0.829980
2511, 0.349396, 0.939570
2512, 0.148298, 0.989021
2513, 0.587706, 0.832220
2514, 0.356826, 0.937016
2515, 0.011611, 0.999933
2516, 0.754651, 0.728528
2517, 0.577205, 0.837995
2518, 0.269400, 0.963921
2519, 0.457034, 0.897360
2520, 0.871230, 0.643904
2521, 0.520067, 0.867783
2522, 0.706135, 0.760886
2523, 0.796094, 0.699501
2524, 0.225668, 0.974638
2525, 0.938197, 0.591240
2526, 0.730096, 0.745101
2527, 0.464378, 0.894103
2528, 0.781092, 0.710131
2529, 0.761628, 0.723701
2530, 0.839461, 0.667859
2531, 0.975774, 0.560523
2532, 0.009046, 0.999957
2533, 0.254289, 0.967836
2534, 0.588489, 0.831782
2535, 0.218386, 0.976253
2536, 0.092338, 0.995730
2537, 0.810375, 0.689227
2538, 0.610051, 0.819633
2539, 0.878401, 0.638377
2540, 0.285673, 0.959475
2541, 0.503745, 0.875790
2542, 0.818433, 0.683376
2543, 0.441662, 0.904037
2544, 0.814391, 0.686302
2545, 0.459486, 0.896278
2546, 0.103328, 0.994662
2547, 0.454708, 0.898379
2548, 0.271013, 0.963499
2549, 0.412405, 0.916166
2550, 0.291600, 0.957789
2551, 0.116979, 0.993165
2552, 0.916493, 0.608619
2553, 0.942605, 0.587701
2554, 0.337298, 0.943657
2555, 0.258127, 0.966862
2556, 0.832750, 0.672840
2557, 0.855974, 0.655502
2558, 0.586611, 0.832830
2559, 0.001703, 0.999996
2560, 0.419155, 0.913429
2561, 0.422179, 0.912210
2562, 0.824891, 0.678641
2563, 0.411275, 0.916605
2564, 0.552931, 0.850999
2565, 0.174515, 0.984813
2566, 0.512474, 0.871519
2567, 0.199405, 0.980186
2568, 0.465777, 0.893471
2569, 0.887474, 0.631358
2570, 0.423634, 0.911609
2571, 0.104278, 0.994568
2572, 0.702609, 0.763138
2573, 0.968984, 0.566116
2574, 0.685282, 0.774256
2575, 0.747662, 0.733266
2576, 0.309018, 0.952628
2577, 0.273862, 0.962727
2578, 0.989459, 0.549149
2579, 0.800055, 0.696664
2580, 0.933197, 0.595266
2581, 0.269114, 0.964004
2582, 0.182573, 0.983381
2583, 0.738837, 0.739256
2584, 0.684838, 0.774523
2585, 0.186713, 0.982619
2586, 0.880612, 0.636695
2587, 0.379650, 0.928804
2588, 0.694161, 0.768592
2589, 0.936311, 0.592760
2590, 0.217500, 0.976436
2591, 0.315411, 0.950676
2592, 0.905308, 0.617441
2593, 0.236010, 0.972281
2594, 0.041306, 0.999146
2595, 0.683091, 0.775644
2596, 0.050777, 0.998711
2597, 0.369592, 0.932465
2598, 0.565237, 0.844464
2599, 0.885064, 0.633250
2600, 0.782140, 0.709402
2601, 0.454904, 0.898299
2602, 0.820079, 0.682173
2603, 0.429916, 0.909006
2604, 0.775603, 0.713987
2605, 0.770835, 0.717312
2606, 0.069058, 0.997616
2607, 0.384626, 0.926941
2608, 0.583481, 0.834551
2609, 0.918465, 0.607020
2610, 0.895578, 0.625045
2611, 0.604286, 0.822906
2612, 0.231027, 0.973426
2613, 0.799136, 0.697321
2614, 0.271257, 0.963434
2615, 0.296147, 0.956463
2616, 0.641842, 0.800977
2617, 0.336149, 0.944022
2618, 0.801187, 0.695830
2619, 0.171016, 0.985409
2620, 0.730680, 0.744737
2621, 0.920276, 0.605611
2622, 0.851940, 0.658538
2623, 0.119697, 0.992839
2624, 0.457735, 0.897064
2625, 0.376936, 0.929793
2626, 0.319436, 0.949420
2627, 0.121242, 0.992658
2628, 0.365938, 0.933782
2629, 0.238926, 0.971591
2630, 0.487491, 0.883506
2631, 0.919018, 0.606582
2632, 0.983791, 0.553881
2633, 0.557990, 0.848331
2634, 0.462447, 0.894949
2635, 0.279917, 0.961074
2636, 0.174084, 0.984887
2637, 0.244196, 0.970333
2638, 0.997766, 0.542194
2639, 0.425376, 0.910879
2640, 0.189083, 0.982178
2641, 0.857395, 0.654392
2642, 0.709563, 0.758664
2643, 0.991663, 0.547312
2644, 0.676494, 0.779783
2645, 0.382450, 0.927759
2646, 0.035385, 0.999372
2647, 0.542943, 0.856184
2648, 0.957268, 0.575737
2649, 0.352190, 0.938627
2650, 0.914330, 0.610311
2651, 0.403578, 0.919652
2652, 0.448263, 0.901203
2653, 0.364570, 0.934281
2654, 0.734604, 0.742085
2655, 0.178784, 0.984060
2656, 0.675932, 0.780127
2657, 0.038413, 0.999260
2658, 0.122925, 0.992452
2659, 0.687397, 0.772899
2660, 0.607909, 0.820854
2661, 0.748151, 0.732934
2662, 0.282552, 0.960349
2663, 0.276189, 0.962100
2664, 0.029408, 0.999569
2665, 0.783215, 0.708627
2666, 0.387849, 0.925720
2667, 0.447780, 0.901415
2668, 0.287796, 0.958870
2669, 0.666817, 0.785787
2670, 0.945011, 0.585725
2671, 0.055233, 0.998473
2672, 0.548887, 0.853107
2673, 0.601516, 0.824495
2674, 0.651182, 0.795351
2675, 0.881530, 0.635989
2676, 0.194079, 0.981222
2677, 0.065126, 0.997878
2678, 0.451589, 0.899740
2679, 0.411211, 0.916628
2680, 0.815268, 0.685682
2681, 0.909296, 0.614318
2682, 0.855158, 0.656101
2683, 0.710029, 0.758346
2684, 0.145612, 0.989412
2685, 0.760553, 0.724462
2686, 0.829163, 0.675495
2687, 0.419138, 0.913429
2688, 0.486946, 0.883766
2689, 0.075861, 0.997121
2690, 0.960267, 0.573289
2691, 0.541440, 0.856970
2692, 0.119258, 0.992890
2693, 0.750968, 0.731023
2694, 0.099804, 0.995018
2695, 0.966030, 0.568580
2696, 0.237253, 0.971979
2697, 0.666495, 0.785974
2698, 0.853240, 0.657528
2699, 0.197840, 0.980497
2700, 0.561520, 0.846450
2701, 0.877891, 0.638753
2702, 0.478385, 0.887732
2703, 0.721819, 0.750615
2704, 0.844130, 0.664399
2705, 0.585629, 0.833372
2706, 0.139073, 0.990338
2707, 0.482064, 0.886039
2708, 0.246543, 0.969758
2709, 0.975801, 0.560523
2710, 0.075302, 0.997169
2711, 0.237834, 0.971849
2712, 0.440575, 0.904504
2713, 0.382077, 0.927896
2714, 0.644979, 0.799108
2715, 0.144039, 0.989641
2716, 0.761441, 0.723827
2717, 0.460650, 0.895764
2718, 0.494915, 0.879996
2719, 0.653945, 0.793686
2720, 0.267685, 0.964390
2721, 0.845341, 0.663485
2722, 0.008617, 0.999962
2723, 0.907660, 0.615567
2724, 0.418017, 0.913906
2725, 0.620891, 0.813358
2726, 0.682644, 0.775913
2727, 0.698069, 0.766088
2728, 0.572598, 0.840485
2729, 0.358399, 0.936463
2730, 0.237059, 0.972036
2731, 0.713078, 0.756352
2732, 0.649218, 0.796568
2733, 0.035141, 0.999383
2734, 0.267168, 0.964522
2735, 0.660527, 0.789656
2736, 0.245067, 0.970114
2737, 0.968502, 0.566519
2738, 0.829385, 0.675316
2739, 0.815707, 0.685370
2740, 0.704028, 0.762230
2741, 0.062628, 0.998039
2742, 0.708769, 0.759177
2743, 0.215063, 0.976960
2744, 0.200821, 0.979908
2745, 0.491210, 0.881755
2746, 0.734991, 0.741838
2747, 0.405469, 0.918908
2748, 0.335626, 0.944203
2749, 0.362944, 0.934846
2750, 0.019761, 0.999802
2751, 0.059491, 0.998234
2752, 0.180704, 0.983712
2753, 0.847348, 0.661976
2754, 0.003341, 0.999991
2755, 0.372145, 0.931561
2756, 0.832864, 0.672750
2757, 0.111980, 0.993736
2758, 0.960899, 0.572789
2759, 0.629375, 0.808404
2760, 0.140822, 0.990100
2761, 0.865497, 0.648280
2762, 0.145806, 0.989386
2763, 0.930071, 0.597763
2764, 0.184994, 0.982939
2765, 0.757090, 0.726854
2766, 0.898012, 0.623186
2767, 0.629657, 0.808221
2768, 0.018759, 0.999820
2769, 0.494781, 0.880082
2770, 0.992270, 0.546801
2771, 0.711545, 0.757347
2772, 0.110820, 0.993865
2773, 0.584394, 0.834044
2774, 0.646369, 0.798264
2775, 0.847196, 0.662067
2776, 0.135378, 0.990847
2777, 0.176566, 0.984451
2778, 0.132448, 0.991238
2779, 0.544864, 0.855202
2780, 0.892368, 0.627564
2781, 0.334032, 0.944726
2782, 0.711112, 0.757627
2783, 0.869230, 0.645395
2784, 0.938594, 0.590942
2785, 0.282514, 0.960364
2786, 0.359309, 0.936142
2787, 0.287863, 0.958853
2788, 0.589950, 0.830968
2789, 0.834372, 0.671663
2790, 0.873583, 0.642080
2791, 0.577210, 0.837995
2792, 0.512923, 0.871307
2793, 0.122593, 0.992497
2794, 0.474257, 0.889632
2795, 0.284720, 0.959733
2796, 0.177283, 0.984321
2797, 0.801502, 0.695615
2798, 0.140589, 0.990136
2799, 0.890330, 0.629136
2800, 0.599059, 0.825875
2801, 0.930851, 0.597127
2802, 0.679529, 0.777869
2803, 0.119862, 0.992820
2804, 0.400599, 0.920822
2805, 0.131300, 0.991390
2806, 0.367271, 0.933299
2807, 0.334848, 0.944464
2808, 0.001336, 0.999996
2809, 0.076280, 0.997096
2810, 0.189032, 0.982189
2811, 0.318363, 0.949744
2812, 0.137518, 0.990557
2813, 0.129526, 0.991620
2814, 0.814676, 0.686125
2815, 0.827539, 0.676711
2816, 0.139845, 0.990235
2817, 0.874061, 0.641705
2818, 0.152021, 0.988464
2819, 0.258871, 0.966675
2820, 0.881679, 0.635845
2821, 0.947297, 0.583889
2822, 0.763713, 0.722271
2823, 0.093833, 0.995597
2824, 0.625460, 0.810690
2825, 0.836130, 0.670352
2826, 0.517634, 0.868992
2827, 0.124879, 0.992209
2828, 0.991626, 0.547312
2829, 0.085280, 0.996361
2830, 0.248616, 0.969250
2831, 0.417516, 0.914103
2832, 0.006786, 0.999976
2833, 0.709764, 0.758504
2834, 0.173796, 0.984930
2835, 0.773990, 0.715141
2836, 0.257479, 0.967031
2837, 0.042711, 0.999088
2838, 0.176331, 0.984493
2839, 0.696857, 0.766872
2840, 0.417477, 0.914125
2841, 0.551103, 0.851933
2842, 0.355830, 0.937358
2843, 0.471564, 0.890857
2844, 0.696185, 0.767302
2845, 0.100893, 0.994909
2846, 0.849416, 0.660418
2847, 0.771295, 0.717015
2848, 0.996781, 0.543017
2849, 0.309901, 0.952371
2850, 0.998764, 0.541319
2851, 0.719978, 0.751824
2852, 0.969247, 0.565916
2853, 0.638984, 0.802691
2854, 0.692759, 0.769489
2855, 0.564086, 0.845083
2856, 0.862119, 0.650835
2857, 0.474609, 0.889465
2858, 0.333649, 0.944842
2859, 0.528361, 0.863626
2860, 0.596407, 0.827355
2861, 0.255390, 0.967560
2862, 0.574955, 0.839226
2863, 0.029649, 0.999559
2864, 0.060795, 0.998151
2865, 0.293391, 0.957262
2866, 0.996789, 0.543017
2867, 0.144510, 0.989573
2868, 0.216649, 0.976624
2869, 0.930951, 0.597075
2870, 0.674992, 0.780704
2871, 0.078529, 0.996916
2872, 0.927343, 0.599962
2873, 0.503893, 0.875698
2874, 0.683866, 0.775139
2875, 0.088321, 0.996098
2876, 0.700717, 0.764360
2877, 0.256602, 0.967250
2878, 0.015357, 0.999878
2879, 0.283592, 0.960053
2880, 0.703919, 0.762308
2881, 0.405305, 0.918983
2882, 0.042138, 0.999114
2883, 0.423136, 0.911809
2884, 0.642228, 0.800759
2885, 0.679721, 0.777755
2886, 0.778173, 0.712190
2887, 0.000060, 0.999999
2888, 0.539388, 0.858008
2889, 0.967405, 0.567426
2890, 0.401954, 0.920298
2891, 0.997278, 0.542604
2892, 0.204896, 0.979085
2893, 0.174703, 0.984782
2894, 0.222901, 0.975262
2895, 0.575487, 0.838924
2896, 0.623405, 0.811902
2897, 0.383024, 0.927532
2898, 0.291240, 0.957894
2899, 0.300779, 0.955099
2900, 0.244883, 0.970159
2901, 0.612038, 0.818480
2902, 0.074797, 0.997206
2903, 0.083625, 0.996503
2904, 0.792710, 0.701899
2905, 0.304646, 0.953953
2906, 0.073777, 0.997281
2907, 0.747868, 0.733144
2908, 0.373169, 0.931179
2909, 0.274847, 0.962463
2910, 0.149246, 0.988884
2911, 0.690110, 0.771155
2912, 0.872794, 0.642689
2913, 0.585148, 0.833641
2914, 0.150355, 0.988713
2915, 0.186733, 0.982610
2916, 0.379984, 0.928666
2917, 0.801103, 0.695920
2918, 0.163300, 0.986689
2919, 0.470817, 0.891189
2920, 0.384006, 0.927167
2921, 0.608914, 0.820261
2922, 0.228135, 0.974092
2923, 0.982057, 0.555304
2924, 0.655925, 0.792495
2925, 0.590913, 0.830424
2926, 0.649099, 0.796644
2927, 0.518044, 0.868782
2928, 0.676375, 0.779860
2929, 0.482664, 0.885755
2930, 0.678231, 0.778676
2931, 0.714684, 0.755312
2932, 0.937686, 0.591633
2933, 0.086051, 0.996299
2934, 0.247010, 0.969651
2935, 0.106136, 0.994370
2936, 0.069039, 0.997616
2937, 0.942037, 0.588135
2938, 0.252849, 0.968204
2939, 0.591073, 0.830358
2940, 0.830300, 0.674643
2941, 0.844436, 0.664168
2942, 0.271458, 0.963383
2943, 0.744776, 0.735255
2944, 0.387093, 0.925999
2945, 0.532734, 0.861435
2946, 0.110857, 0.993859
2947, 0.558915, 0.847815
2948, 0.331143, 0.945660
2949, 0.871287, 0.643856
2950, 0.484813, 0.884761
2951, 0.118809, 0.992950
2952, 0.705141, 0.761519
2953, 0.350515, 0.939195
2954, 0.889005, 0.630177
2955, 0.420906, 0.912710
2956, 0.834515, 0.671526
2957, 0.911007, 0.612965
2958, 0.076902, 0.997038
2959, 0.206605, 0.978736
2960, 0.326343, 0.947218
2961, 0.442321, 0.903750
2962, 0.728787, 0.746000
2963, 0.211435, 0.977721
2964, 0.616333, 0.816015
2965, 0.301596, 0.954867
2966, 0.032663, 0.999464
2967, 0.526580, 0.864517
2968, 0.004689, 0.999987
2969, 0.082960, 0.996558
2970, 0.182186, 0.983446
2971, 0.504081, 0.875610
2972, 0.673182, 0.781844
2973, 0.239702, 0.971404
2974, 0.085886, 0.996311
2975, 0.177568, 0.984279
2976, 0.709603, 0.758620
2977, 0.850304, 0.659731
2978, 0.005897, 0.999982
2979, 0.090945, 0.995865
2980, 0.748905, 0.732436
2981, 0.802896, 0.694647
2982, 0.708705, 0.759217
2983, 0.478315, 0.887758
2984, 0.829434, 0.675272
2985, 0.098370, 0.995166
2986, 0.615551, 0.816470
2987, 0.462939, 0.894732
2988, 0.142756, 0.989822
2989, 0.408063, 0.917894
2990, 0.272349, 0.963137
2991, 0.828981, 0.675633
2992, 0.891398, 0.628324
2993, 0.481659, 0.886233
2994, 0.975666, 0.560622
2995, 0.192140, 0.981600
2996, 0.504519, 0.875406
2997, 0.280665, 0.960872
2998, 0.718241, 0.752950
2999, 0.276234, 0.962079
3000, 0.045930, 0.998947
3001, 0.032137, 0.999482
3002, 0.071458, 0.997451
3003, 0.484974, 0.884679
3004, 0.007454, 0.999971
3005, 0.314593, 0.950920
3006, 0.862911, 0.650233
3007, 0.853469, 0.657389
3008, 0.100271, 0.994970
3009, 0.324330, 0.947860
3010, 0.120837, 0.992703
3011, 0.711565, 0.757347
3012, 0.791384, 0.702854
3013, 0.847008, 0.662207
3014, 0.961714, 0.572137
3015, 0.324884, 0.947686
3016, 0.982318, 0.555099
3017, 0.820627, 0.681772
3018, 0.359501, 0.936075
3019, 0.275566, 0.962264
3020, 0.490216, 0.882243
3021, 0.341418, 0.942276
3022, 0.678273, 0.778676
3023, 0.487357, 0.883563
3024, 0.023152, 0.999729
3025, 0.817394, 0.684132
3026, 0.928406, 0.599085
3027, 0.922827, 0.603570
3028, 0.810855, 0.688874
3029, 0.771950, 0.716548
3030, 0.713051, 0.756352
3031, 0.661357, 0.789171
3032, 0.720007, 0.751784
3033, 0.644367, 0.799472
3034, 0.403220, 0.919798
3035, 0.866561, 0.647445
3036, 0.374240, 0.930778
3037, 0.130428, 0.991502
3038, 0.953909, 0.578476
3039, 0.617747, 0.815202
3040, 0.382371, 0.927786
3041, 0.886783, 0.631928
3042, 0.648017, 0.797272
3043, 0.238231, 0.971749
3044, 0.617703, 0.815202
3045, 0.393424, 0.923608
3046, 0.490900, 0.881900
3047, 0.548438, 0.853333
3048, 0.164240, 0.986539
3049, 0.203171, 0.979428
3050, 0.889101, 0.630130
3051, 0.319200, 0.949477
3052, 0.482161, 0.885982
3053, 0.375595, 0.930287
3054, 0.095447, 0.995443
3055, 0.042248, 0.999105
3056, 0.371474, 0.931802
3057, 0.390885, 0.924563
3058, 0.841798, 0.666128
3059, 0.104498, 0.994543
3060, 0.939896, 0.589861
3061, 0.942498, 0.587749
3062, 0.345204, 0.941004
3063, 0.478167, 0.887842
3064, 0.408760, 0.917603
3065, 0.052579, 0.998617
3066, 0.343462, 0.941602
3067, 0.425774, 0.910730
3068, 0.655754, 0.792569
3069, 0.211055, 0.977811
3070, 0.754126, 0.728862
3071, 0.978914, 0.557940
3072, 0.821534, 0.681100
3073, 0.611578, 0.818759
3074, 0.111182, 0.993825
3075, 0.356016, 0.937295
3076, 0.482039, 0.886039
3077, 0.614271, 0.817175
3078, 0.139998, 0.990211
3079, 0.556380, 0.849168
3080, 0.685642, 0.774020
3081, 0.278561, 0.961447
3082, 0.309276, 0.952556
3083, 0.704735, 0.761792
3084, 0.442822, 0.903541
3085, 0.337618, 0.943537
3086, 0.043004, 0.999077
3087, 0.320252, 0.949150
3088, 0.601713, 0.824358
3089, 0.315413, 0.950676
3090, 0.025066, 0.999686
3091, 0.108711, 0.994090
3092, 0.200899, 0.979885
3093, 0.709357, 0.758780
3094, 0.323968, 0.947978
3095, 0.337983, 0.943416
3096, 0.515532, 0.870017
3097, 0.635378, 0.804834
3098, 0.639619, 0.802326
3099, 0.517609, 0.868992
3100, 0.353582, 0.938142
3101, 0.948478, 0.582900
3102, 0.249078, 0.969142
3103, 0.606890, 0.821413
3104, 0.360099, 0.935862
3105, 0.083475, 0.996518
3106, 0.847542, 0.661842
3107, 0.439892, 0.904791
3108, 0.049295, 0.998784
3109, 0.254735, 0.967730
3110, 0.736973, 0.740489
3111, 0.476699, 0.888516
3112, 0.889814, 0.629560
3113, 0.888385, 0.630652
3114, 0.000975, 0.999997
3115, 0.231696, 0.973271
3116, 0.619959, 0.813892
3117, 0.756693, 0.727104
3118, 0.623745, 0.811690
3119, 0.982452, 0.554998
3120, 0.627018, 0.809794
3121, 0.535687, 0.859913
3122, 0.266130, 0.964793
3123, 0.183137, 0.983271
3124, 0.279980, 0.961059
3125, 0.154709, 0.988051
3126, 0.797146, 0.698762
3127, 0.760617, 0.724420
3128, 0.768323, 0.719055
3129, 0.958307, 0.574887
3130, 0.581887, 0.835421
3131, 0.228954, 0.973896
3132, 0.721611, 0.750737
3133, 0.961304, 0.572440
3134, 0.348036, 0.940050
3135, 0.200064, 0.980054
3136, 0.877022, 0.639455
3137, 0.224742, 0.974842
3138, 0.046648, 0.998910
3139, 0.391044, 0.924518
3140, 0.427553, 0.909968
3141, 0.591542, 0.830087
3142, 0.543109, 0.856121
3143, 0.944751, 0.585921
3144, 0.207936, 0.978458
3145, 0.024797, 0.999692
3146, 0.824113, 0.679225
3147, 0.437339, 0.905878
3148, 0.375944, 0.930156
3149, 0.784490, 0.707767
3150, 0.163295, 0.986698
3151, 0.801513, 0.695615
3152, 0.721093, 0.751101
3153, 0.815154, 0.685770
3154, 0.482461, 0.885867
3155, 0.601420, 0.824530
3156, 0.387815, 0.925743
3157, 0.059718, 0.998220
3158, 0.062951, 0.998018
3159, 0.982796, 0.554695
3160, 0.392399, 0.924005
3161, 0.483630, 0.885303
3162, 0.828319, 0.676126
3163, 0.155070, 0.987994
3164, 0.069589, 0.997577
3165, 0.237656, 0.971893
3166, 0.026471, 0.999650
3167, 0.601127, 0.824705
3168, 0.321266, 0.948843
3169, 0.162931, 0.986759
3170, 0.757403, 0.726598
3171, 0.202760, 0.979517
3172, 0.433974, 0.907294
3173, 0.046611, 0.998912
3174, 0.419808, 0.913157
3175, 0.521077, 0.867294
3176, 0.055889, 0.998438
3177, 0.032526, 0.999470
3178, 0.028118, 0.999604
3179, 0.469465, 0.891797
3180, 0.379552, 0.928827
3181, 0.998586, 0.541475
3182, 0.085439, 0.996347
3183, 0.296662, 0.956322
3184, 0.729430, 0.745552
3185, 0.539758, 0.857820
3186, 0.997127, 0.542706
3187, 0.151631, 0.988529
3188, 0.391538, 0.924333
3189, 0.934180, 0.594482
3190, 0.876755, 0.639644
3191, 0.567026, 0.843513
3192, 0.625781, 0.810510
3193, 0.653948, 0.793686
3194, 0.868765, 0.645769
3195, 0.758920, 0.725595
3196, 0.137245, 0.990601
3197, 0.673513, 0.781619
3198, 0.867732, 0.646560
3199, 0.117703, 0.993080
3200, 0.494363, 0.880284
3201, 0.971190, 0.564305
3202, 0.936600, 0.592516
3203, 0.266397, 0.964730
3204, 0.382255, 0.927830
3205, 0.160068, 0.987212
3206, 0.625112, 0.810904
3207, 0.801253, 0.695788
3208, 0.197629, 0.980534
3209, 0.338229, 0.943336
3210, 0.663710, 0.787707
3211, 0.828077, 0.676305
3212, 0.771680, 0.716760
3213, 0.245906, 0.969921
3214, 0.429325, 0.909235
3215, 0.626935, 0.809833
3216, 0.899837, 0.621753
3217, 0.949815, 0.581809
3218, 0.875736, 0.640444
3219, 0.527494, 0.864058
3220, 0.385958, 0.926435
3221, 0.010821, 0.999942
3222, 0.923906, 0.602695
3223, 0.785013, 0.707375
3224, 0.541299, 0.857035
3225, 0.515543, 0.870017
3226, 0.627329, 0.809581
3227, 0.380947, 0.928304
3228, 0.772909, 0.715867
3229, 0.146693, 0.989260
3230, 0.912560, 0.611713
3231, 0.830007, 0.674866
3232, 0.935570, 0.593349
3233, 0.110544, 0.993892
3234, 0.024520, 0.999699
3235, 0.472810, 0.890301
3236, 0.201277, 0.979809
3237, 0.593642, 0.828924
3238, 0.157866, 0.987558
3239, 0.042486, 0.999096
3240, 0.065163, 0.997878
3241, 0.809587, 0.689799
3242, 0.389151, 0.925237
3243, 0.003448, 0.999991
3244, 0.987133, 0.551084
3245, 0.087304, 0.996190
3246, 0.107564, 0.994214
3247, 0.344238, 0.941335
3248, 0.905783, 0.617058
3249, 0.284739, 0.959733
3250, 0.547122, 0.854033
3251, 0.106517, 0.994329
3252, 0.055686, 0.998450
3253, 0.514895, 0.870349
3254, 0.410694, 0.916852
3255, 0.388434, 0.925491
3256, 0.379089, 0.929007
3257, 0.357861, 0.936654
3258, 0.177650, 0.984258
3259, 0.824353, 0.679044
3260, 0.234554, 0.972620
3261, 0.546051, 0.854569
3262, 0.793420, 0.701420
3263, 0.243893, 0.970410
3264, 0.790747, 0.703331
3265, 0.151663, 0.988518
3266, 0.695209, 0.767927
3267, 0.959590, 0.573840
3268, 0.966036, 0.568580
3269, 0.552239, 0.851352
3270, 0.323253, 0.948212
3271, 0.645314, 0.798924
3272, 0.140397, 0.990161
3273, 0.032077, 0.999484
3274, 0.413796, 0.915603
3275, 0.770617, 0.717482
3276, 0.373669, 0.931002
3277, 0.558734, 0.847908
3278, 0.447655, 0.901468
3279, 0.058943, 0.998264
3280, 0.438824, 0.905255
3281, 0.948389, 0.583000
3282, 0.467685, 0.892624
3283, 0.269045, 0.964019
3284, 0.826295, 0.677608
3285, 0.111537, 0.993782
3286, 0.856397, 0.655176
3287, 0.768472, 0.718971
3288, 0.583694, 0.834417
3289, 0.906120, 0.616817
3290, 0.769879, 0.717991
3291, 0.048313, 0.998832
3292, 0.265151, 0.965050
3293, 0.204707, 0.979123
3294, 0.948977, 0.582503
3295, 0.973871, 0.562083
3296, 0.723870, 0.749241
3297, 0.851647, 0.658721
3298, 0.341175, 0.942358
3299, 0.899338, 0.622134
3300, 0.943439, 0.587008
3301, 0.478293, 0.887787
3302, 0.699328, 0.765261
3303, 0.092432, 0.995727
3304, 0.869360, 0.645302
3305, 0.726946, 0.747216
3306, 0.921421, 0.604688
3307, 0.382710, 0.927649
3308, 0.958422, 0.574788
3309, 0.868726, 0.645815
3310, 0.752479, 0.729983
3311, 0.271897, 0.963268
3312, 0.299124, 0.955588
3313, 0.175848, 0.984577
3314, 0.876438, 0.639878
3315, 0.832209, 0.673244
3316, 0.199058, 0.980247
3317, 0.775118, 0.714329
3318, 0.050193, 0.998739
3319, 0.644276, 0.799553
3320, 0.480135, 0.886943
3321, 0.414547, 0.915308
3322, 0.342889, 0.941785
3323, 0.859018, 0.653194
3324, 0.678230, 0.778676
3325, 0.965445, 0.569035
3326, 0.282426, 0.960382
3327, 0.216791, 0.976592
3328, 0.857768, 0.654118
3329, 0.909430, 0.614172
3330, 0.514360, 0.870619
3331, 0.019163, 0.999814
3332, 0.027042, 0.999632
3333, 0.090287, 0.995926
3334, 0.940007, 0.589762
3335, 0.960375, 0.573190
3336, 0.694548, 0.768357
3337, 0.219390, 0.976025
3338, 0.665362, 0.786692
3339, 0.137929, 0.990499
3340, 0.670850, 0.783289
3341, 0.306227, 0.953477
3342, 0.558991, 0.847778
3343, 0.577924, 0.837593
3344, 0.215786, 0.976804
3345, 0.805523, 0.692715
3346, 0.724920, 0.748553
3347, 0.342654, 0.941869
3348, 0.810354, 0.689227
3349, 0.416642, 0.914447
3350, 0.767599, 0.719564
3351, 0.309112, 0.952609
3352, 0.013543, 0.999908
3353, 0.568322, 0.842791
3354, 0.419807, 0.913157
3355, 0.595835, 0.827695
3356, 0.523515, 0.866078
3357, 0.635719, 0.804655
3358, 0.945700, 0.585179
3359, 0.603124, 0.823564
3360, 0.408458, 0.917725
3361, 0.721446, 0.750857
3362, 0.957333, 0.575687
3363, 0.586490, 0.832897
3364, 0.956283, 0.576534
3365, 0.803647, 0.694075
3366, 0.855856, 0.655548
3367, 0.383415, 0.927395
3368, 0.656349, 0.792233
3369, 0.301568, 0.954867
3370, 0.527167, 0.864243
3371, 0.777474, 0.712703
3372, 0.040300, 0.999187
3373, 0.037106, 0.999310
3374, 0.967594, 0.567271
3375, 0.147051, 0.989206
3376, 0.681489, 0.776642
3377, 0.633449, 0.805992
3378, 0.653216, 0.794128
3379, 0.891833, 0.627995
3380, 0.653261, 0.794092
3381, 0.447033, 0.901731
3382, 0.221930, 0.975478
3383, 0.101679, 0.994830
3384, 0.217218, 0.976499
3385, 0.412837, 0.915995
3386, 0.759621, 0.725091
3387, 0.667314, 0.785485
3388, 0.986484, 0.551645
3389, 0.868986, 0.645584
3390, 0.000000, 0.999999
3391, 0.588881, 0.831544
3392, 0.105147, 0.994478
3393, 0.207234, 0.978598
3394, 0.020770, 0.999782
3395, 0.391185, 0.924447
3396, 0.987236, 0.550982
3397, 0.288986, 0.958540
3398, 0.969854, 0.565413
3399, 0.862741, 0.650371
3400, 0.629771, 0.808150
3401, 0.020554, 0.999788
3402, 0.680008, 0.777564
3403, 0.904077, 0.618401
3404, 0.845307, 0.663485
3405, 0.621976, 0.812719
3406, 0.858041, 0.653933
3407, 0.840847, 0.666854
3408, 0.888603, 0.630507
3409, 0.449786, 0.900541
3410, 0.420485, 0.912884
3411, 0.787606, 0.705539
3412, 0.545391, 0.854919
3413, 0.045940, 0.998947
3414, 0.357168, 0.936889
3415, 0.158734, 0.987424
3416, 0.064169, 0.997941
3417, 0.589428, 0.831273
3418, 0.362174, 0.935128
3419, 0.399183, 0.921371
3420, 0.009700, 0.999953
3421, 0.538393, 0.858539
3422, 0.521397, 0.867109
3423, 0.877441, 0.639129
3424, 0.665746, 0.786467
3425, 0.272723, 0.963039
3426, 0.175417, 0.984654
3427, 0.798950, 0.697453
3428, 0.703424, 0.762625
3429, 0.389490, 0.925097
3430, 0.251193, 0.968615
3431, 0.577628, 0.837764
3432, 0.627911, 0.809260
3433, 0.856930, 0.654762
3434, 0.597782, 0.826596
3435, 0.093246, 0.995654
3436, 0.400693, 0.920799
3437, 0.992240, 0.546801
3438, 0.001051, 0.999997
3439, 0.522485, 0.866594
3440, 0.406753, 0.918405
3441, 0.230493, 0.973550
