n,input,val
2670, 240.977936, 37000.722656
2671, 14.084534, 131.903030
2672, 139.966217, 19575.005859
2673, 153.386688, 23142.826172
2674, 166.051285, 26446.794922
2675, 224.790070, 36872.566406
2676, 49.490265, 2027.535767
2677, 16.607168, 186.097122
2678, 115.155273, 13251.580078
2679, 104.858757, 10868.599609
2680, 207.893402, 35174.007812
2681, 231.870575, 37128.675781
2682, 218.065277, 36368.058594
2683, 181.057312, 30095.951172
2684, 37.131062, 1064.216309
2685, 193.940948, 32827.824219
2686, 211.436676, 35644.085938
2687, 106.880173, 11321.708008
2688, 124.171272, 15473.690430
2689, 19.344669, 256.966553
2690, 244.868195, 36778.003906
2691, 138.067093, 19072.634766
2692, 30.410896, 683.996216
2693, 191.496780, 32346.888672
2694, 25.449989, 463.445190
2695, 246.337555, 36666.550781
2696, 60.499409, 3193.194092
2697, 169.956238, 27431.917969
2698, 217.576218, 36320.960938
2699, 50.449093, 2117.310303
2700, 143.187668, 20430.109375
2701, 223.862137, 36817.437500
2702, 121.988091, 14925.678711
2703, 184.063843, 30773.115234
2704, 215.253220, 36087.152344
2705, 149.335449, 22066.656250
2706, 35.463608, 960.790527
2707, 122.926414, 15160.495117
2708, 62.868450, 3483.134277
2709, 248.829300, 36442.257812
2710, 19.201996, 252.957001
2711, 60.647697, 3210.938232
2712, 112.346565, 12583.691406
2713, 97.429558, 9271.843750
2714, 164.469559, 26041.851562
2715, 36.729958, 1038.804443
2716, 194.167542, 32871.550781
2717, 117.465675, 13810.212891
2718, 126.203430, 15988.842773
2719, 166.756012, 26625.748047
2720, 68.259674, 4195.124023
2721, 215.562012, 36119.019531
2722, 2.197348, 3.776689
2723, 231.453415, 37120.933594
2724, 106.594391, 11257.146484
2725, 158.327301, 24446.472656
2726, 174.074158, 28446.654297
2727, 178.007477, 29388.345703
2728, 146.012604, 21181.853516
2729, 91.391785, 8058.810547
2730, 60.450138, 3187.233887
2731, 181.835022, 30273.666016
2732, 165.550507, 26318.923828
2733, 8.960931, 52.487869
2734, 68.127930, 4176.970215
2735, 168.434479, 27050.804688
2736, 62.492126, 3436.159180
2737, 246.967957, 36615.945312
2738, 211.493134, 35651.480469
2739, 208.005371, 35190.222656
2740, 179.527023, 29743.265625
2741, 15.970210, 171.423935
2742, 180.736069, 30022.244141
2743, 54.841129, 2556.913574
2744, 51.209362, 2190.114258
2745, 125.258560, 15748.745117
2746, 187.422836, 31503.115234
2747, 103.394569, 10545.172852
2748, 85.584755, 6969.096191
2749, 92.550774, 8285.555664
2750, 5.039058, 17.068991
2751, 15.170122, 153.947357
2752, 46.079540, 1726.175537
2753, 216.073715, 36173.101562
2754, 0.851900, 0.822113
2755, 94.897034, 8753.365234
2756, 212.380325, 35761.117188
2757, 28.554832, 595.716370
2758, 245.029205, 36768.320312
2759, 160.490555, 25012.201172
2760, 35.909611, 987.844421
2761, 220.701782, 36593.523438
2762, 37.180614, 1067.364502
2763, 237.168076, 37119.242188
2764, 47.173504, 1819.839722
2765, 193.057922, 32655.894531
2766, 228.992950, 37059.289062
2767, 160.562546, 25031.056641
2768, 4.783435, 15.465814
2769, 126.169083, 15980.098633
2770, 253.028961, 35958.144531
2771, 181.444046, 30184.699219
2772, 28.259106, 582.286987
2773, 149.020340, 21982.703125
2774, 164.824127, 26133.001953
2775, 216.034958, 36169.175781
2776, 34.521496, 905.080872
2777, 45.024292, 1638.505127
2778, 33.774147, 862.210144
2779, 138.940338, 19303.419922
2780, 227.553894, 37007.101562
2781, 85.178108, 6895.703125
2782, 181.333572, 30159.380859
2783, 221.653580, 36665.976562
2784, 239.341522, 37064.125000
2785, 72.040955, 4737.839355
2786, 91.623901, 8104.003418
2787, 73.405075, 4942.221680
2788, 150.437271, 22359.791016
2789, 212.764969, 35805.828125
2790, 222.763763, 36744.917969
2791, 147.188461, 21495.091797
2792, 130.795425, 17168.763672
2793, 31.261244, 726.820435
2794, 120.935562, 14663.596680
2795, 72.603615, 4821.611328
2796, 45.207264, 1653.487915
2797, 204.383087, 34655.527344
2798, 35.850132, 984.242188
2799, 227.034073, 36983.855469
2800, 152.760025, 22976.867188
2801, 237.367065, 37116.617188
2802, 173.279953, 28253.363281
2803, 30.564899, 691.651611
2804, 102.152733, 10274.192383
2805, 33.481426, 845.772156
2806, 93.654152, 8504.056641
2807, 85.386269, 6933.138672
2808, 0.340709, 0.233335
2809, 19.451279, 259.995697
2810, 48.203060, 1910.582153
2811, 81.182587, 6195.216309
2812, 35.067200, 937.141113
2813, 33.029064, 820.691711
2814, 207.742264, 35153.703125
2815, 211.022522, 35593.632812
2816, 35.660385, 972.716919
2817, 222.885605, 36754.394531
2818, 38.765339, 1171.505371
2819, 66.012085, 3889.557861
2820, 224.828156, 36874.425781
2821, 241.560837, 36975.726562
2822, 194.746918, 32982.718750
2823, 23.927320, 405.442474
2824, 159.492249, 24751.630859
2825, 213.213211, 35859.171875
2826, 131.996658, 17480.621094
2827, 31.844057, 757.041626
2828, 252.864685, 35982.636719
2829, 21.746387, 329.979095
2830, 63.397045, 3549.754395
2831, 106.466583, 11228.386719
2832, 1.730515, 2.517260
2833, 180.989792, 30080.796875
2834, 44.318005, 1581.241455
2835, 197.367523, 33471.253906
2836, 65.657173, 3842.372803
2837, 10.891335, 77.790207
2838, 44.964500, 1633.590332
2839, 177.698486, 29315.072266
2840, 106.456703, 11226.075195
2841, 140.531281, 19724.693359
2842, 90.736725, 7932.157227
2843, 120.248795, 14493.385742
2844, 177.527100, 29274.642578
2845, 25.727827, 474.492798
2846, 216.601074, 36226.132812
2847, 196.680130, 33345.515625
2848, 254.179245, 35803.437500
2849, 79.024727, 5832.886230
2850, 254.684860, 35734.285156
2851, 183.594482, 30668.753906
2852, 247.157928, 36597.445312
2853, 162.940857, 25648.191406
2854, 176.653503, 29067.474609
2855, 143.841827, 20604.039062
2856, 219.840424, 36523.023438
2857, 121.025345, 14685.917969
2858, 85.080521, 6878.071777
2859, 134.731949, 18194.972656
2860, 152.083801, 22797.251953
2861, 65.124496, 3772.269287
2862, 146.613571, 21341.873047
2863, 7.560578, 37.450146
2864, 15.502762, 161.085846
2865, 74.814751, 5158.413086
2866, 254.181290, 35804.011719
2867, 36.849991, 1046.357910
2868, 55.245571, 2599.787598
2869, 237.392441, 37116.773438
2870, 172.122849, 27969.449219
2871, 20.024910, 276.598480
2872, 236.472534, 37130.367188
2873, 128.492798, 16574.523438
2874, 174.385712, 28522.156250
2875, 22.521915, 355.811371
2876, 178.682938, 29546.470703
2877, 65.433472, 3812.916260
2878, 3.916049, 10.634297
2879, 72.315964, 4778.661621
2880, 179.499252, 29737.175781
2881, 103.352875, 10536.069336
2882, 10.745267, 75.683586
2883, 107.899658, 11553.015625
2884, 163.768173, 25861.562500
2885, 173.328918, 28265.484375
2886, 198.434219, 33662.515625
2887, 0.015245, 0.007748
2888, 137.543884, 18934.548828
2889, 246.688171, 36637.199219
2890, 102.498276, 10349.372070
2891, 254.305908, 35786.425781
2892, 52.248455, 2291.800049
2893, 44.549370, 1599.885498
2894, 56.839798, 2772.612061
2895, 146.749100, 21378.046875
2896, 158.968277, 24614.513672
2897, 97.671021, 9321.851562
2898, 74.266174, 5073.759277
2899, 76.698608, 5454.838379
2900, 62.445133, 3430.317871
2901, 156.069641, 23852.513672
2902, 19.073147, 249.353821
2903, 21.324457, 316.397583
2904, 202.141113, 34297.511719
2905, 77.684853, 5613.467773
2906, 18.813103, 242.192505
2907, 190.706268, 32186.871094
2908, 95.158180, 8806.258789
2909, 70.085876, 4452.777832
2910, 38.057659, 1124.289185
2911, 175.978119, 28906.427734
2912, 222.562500, 36731.640625
2913, 149.212738, 22034.066406
2914, 38.340508, 1143.062256
2915, 47.616993, 1858.617310
2916, 96.895836, 9161.375977
2917, 204.281357, 34639.703125
2918, 41.641586, 1374.903076
2919, 120.058281, 14446.287109
2920, 97.921494, 9374.118164
2921, 155.272949, 23642.195312
2922, 58.174477, 2922.152100
2923, 250.424545, 36274.988281
2924, 167.260773, 26754.144531
2925, 150.682785, 22424.935547
2926, 165.520126, 26311.207031
2927, 132.101151, 17507.787109
2928, 172.475525, 28056.271484
2929, 123.079254, 15198.857422
2930, 172.948807, 28172.109375
2931, 182.244492, 30365.937500
2932, 239.109970, 37072.531250
2933, 21.942884, 336.433716
2934, 62.987526, 3498.051270
2935, 27.064610, 529.829346
2936, 17.604916, 210.431503
2937, 240.219376, 37033.750000
2938, 64.476372, 3687.900879
2939, 150.723694, 22435.869141
2940, 211.726471, 35680.183594
2941, 215.331299, 36095.472656
2942, 69.221748, 4329.919434
2943, 189.917877, 32025.710938
2944, 98.708794, 9538.726562
2945, 135.847198, 18487.722656
2946, 28.268440, 582.700989
2947, 142.523407, 20253.519531
2948, 84.441444, 6763.625488
2949, 222.178070, 36704.285156
2950, 123.627266, 15336.605469
2951, 30.296247, 678.363708
2952, 179.810913, 29809.376953
2953, 89.381393, 7672.853516
2954, 226.696381, 36970.417969
2955, 107.331108, 11423.733398
2956, 212.801270, 35811.226562
2957, 232.306839, 37134.324219
2958, 19.610048, 264.529114
2959, 52.684288, 2335.160156
2960, 83.217590, 6547.287598
2961, 112.791885, 12688.745117
2962, 185.840637, 31163.458984
2963, 53.916004, 2460.441162
2964, 157.164886, 24140.800781
2965, 76.906898, 5488.199219
2966, 8.329145, 45.365723
2967, 134.277893, 18076.007812
2968, 1.195727, 1.381556
2969, 21.154875, 311.044830
2970, 46.457512, 1758.186523
2971, 128.540619, 16586.810547
2972, 171.661438, 27855.572266
2973, 61.123993, 3268.292725
2974, 21.901005, 335.042419
2975, 45.279819, 1659.441772
2976, 180.948868, 30071.212891
2977, 216.827530, 36248.632812
2978, 1.503778, 1.996012
2979, 23.190947, 378.962738
2980, 190.970886, 32240.458984
2981, 204.738586, 34709.769531
2982, 180.719833, 30018.445312
2983, 121.970398, 14921.266602
2984, 211.505600, 35654.015625
2985, 25.084274, 449.103180
2986, 156.965408, 24088.453125
2987, 118.049515, 13952.628906
2988, 36.402679, 1018.311584
2989, 104.056000, 10690.772461
2990, 69.449081, 4362.071777
2991, 211.390182, 35638.363281
2992, 227.306366, 36997.515625
2993, 122.823158, 15134.610352
2994, 248.794846, 36447.476562
2995, 48.995697, 1982.131714
2996, 128.652390, 16615.539062
2997, 71.569511, 4668.162598
2998, 183.151428, 30570.021484
2999, 70.439659, 4503.610352
3000, 11.712195, 90.211327
3001, 8.195006, 43.922894
3002, 18.221781, 226.330734
3003, 123.668373, 15346.945312
3004, 1.900727, 2.947185
3005, 80.221191, 6032.375000
3006, 220.042282, 36541.410156
3007, 217.634613, 36327.441406
3008, 25.569099, 468.162598
3009, 82.704262, 6457.521484
3010, 30.813427, 704.097534
3011, 181.448990, 30185.492188
3012, 201.802994, 34241.410156
3013, 215.987045, 36164.003906
3014, 245.236954, 36751.984375
3015, 82.845451, 6482.125977
3016, 250.491119, 36266.109375
3017, 209.259933, 35362.320312
3018, 91.672661, 8113.466309
3019, 70.269379, 4479.190430
3020, 125.005157, 15684.507812
3021, 87.061684, 7238.872070
3022, 172.959732, 28175.035156
3023, 124.276024, 15500.139648
3024, 5.903718, 23.115845
3025, 208.435501, 35250.199219
3026, 236.743500, 37128.128906
3027, 235.320938, 37143.593750
3028, 206.768005, 35013.046875
3029, 196.847351, 33375.558594
3030, 181.828018, 30272.156250
3031, 168.646057, 27104.107422
3032, 183.601761, 30670.296875
3033, 164.313492, 26001.755859
3034, 102.821007, 10419.685547
3035, 220.973068, 36614.230469
3036, 95.431129, 8861.629883
3037, 33.259163, 833.371765
3038, 243.246872, 36884.843750
3039, 157.525528, 24235.689453
3040, 97.504662, 9287.335938
3041, 226.129669, 36942.339844
3042, 165.244293, 26240.515625
3043, 60.748936, 3223.083008
3044, 157.514252, 24232.923828
3045, 100.323105, 9880.518555
3046, 125.179520, 15728.683594
3047, 139.851791, 19544.615234
3048, 41.881157, 1392.720215
3049, 51.808685, 2248.378662
3050, 226.720825, 36969.589844
3051, 81.395889, 6231.602539
3052, 122.951164, 15166.697266
3053, 95.776802, 8931.942383
3054, 24.339071, 420.696625
3055, 10.773282, 76.087166
3056, 94.725983, 8718.827148
3057, 99.675591, 9742.789062
3058, 214.658539, 36022.597656
3059, 26.646872, 512.173950
3060, 239.673355, 37054.144531
3061, 240.336899, 37029.269531
3062, 88.026962, 7418.018555
3063, 121.932701, 14911.851562
3064, 104.233826, 10730.077148
3065, 13.407622, 119.116745
3066, 87.582886, 7335.344238
3067, 108.572334, 11706.695312
3068, 167.217377, 26742.863281
3069, 53.819103, 2450.492676
3070, 192.302078, 32506.744141
3071, 249.623108, 36359.839844
3072, 209.491043, 35394.222656
3073, 155.952271, 23821.546875
3074, 28.351519, 586.468811
3075, 90.784088, 7941.285645
3076, 122.920013, 15158.884766
3077, 156.639145, 24002.617188
3078, 35.699516, 975.089966
3079, 141.877014, 20081.837891
3080, 174.838730, 28631.792969
3081, 71.032951, 4589.621582
3082, 78.865471, 5806.492188
3083, 179.707535, 29785.224609
3084, 112.919617, 12718.904297
3085, 86.092674, 7061.313965
3086, 10.966138, 78.877144
3087, 81.664192, 6277.675781
3088, 153.436829, 23156.250000
3089, 80.430298, 6067.647461
3090, 6.391759, 26.957382
3091, 27.721262, 558.317871
3092, 51.229259, 2191.988770
3093, 180.886124, 30056.804688
3094, 82.611938, 6441.419434
3095, 86.185593, 7078.265625
3096, 131.460693, 17341.302734
3097, 162.021347, 25410.287109
3098, 163.102936, 25689.957031
3099, 131.990250, 17478.964844
3100, 90.163429, 7821.906738
3101, 241.861969, 36959.703125
3102, 63.514854, 3564.684570
3103, 154.756882, 23505.755859
3104, 91.825203, 8143.292480
3105, 21.286097, 315.197510
3106, 216.123230, 36178.808594
3107, 112.172546, 12542.650391
3108, 12.570190, 104.286575
3109, 64.957336, 3750.460205
3110, 187.927994, 31609.925781
3111, 121.558128, 14818.447266
3112, 226.902573, 36978.421875
3113, 226.538162, 36962.507812
3114, 0.248724, 0.157888
3115, 59.082417, 3026.364502
3116, 158.089645, 24383.962891
3117, 192.956680, 32636.066406
3118, 159.055023, 24637.251953
3119, 250.525269, 36263.468750
3120, 159.889694, 24855.460938
3121, 136.600159, 18685.832031
3122, 67.863037, 4140.365234
3123, 46.699875, 1778.908936
3124, 71.394875, 4642.570801
3125, 39.450863, 1218.305542
3126, 203.272217, 34480.355469
3127, 193.957352, 32831.109375
3128, 195.922424, 33205.062500
3129, 244.368378, 36812.511719
3130, 148.381210, 21812.613281
3131, 58.383217, 2945.964111
3132, 184.010864, 30761.548828
3133, 245.132401, 36761.406250
3134, 88.749077, 7553.322754
3135, 51.016304, 2171.482910
3136, 223.640686, 36802.839844
3137, 57.309116, 2824.679199
3138, 11.895249, 93.116859
3139, 99.716217, 9751.375977
3140, 109.026077, 11810.805664
3141, 150.843216, 22467.718750
3142, 138.492859, 19185.083984
3143, 240.911514, 37004.953125
3144, 53.023712, 2369.354980
3145, 6.323211, 26.400299
3146, 210.148911, 35479.906250
3147, 111.521324, 12389.837891
3148, 95.865646, 8950.008789
3149, 200.044907, 33944.621094
3150, 41.640179, 1374.810791
3151, 204.385880, 34655.058594
3152, 183.878708, 30732.292969
3153, 207.864319, 35170.343750
3154, 123.027618, 15185.886719
3155, 153.362091, 23136.554688
3156, 98.892715, 9577.457031
3157, 15.228075, 155.184036
3158, 16.052519, 173.286819
3159, 250.613083, 36254.289062
3160, 100.061646, 9824.869141
3161, 123.325752, 15260.757812
3162, 211.221390, 35617.828125
3163, 39.542885, 1224.665771
3164, 17.745298, 213.992844
3165, 60.602341, 3205.482422
3166, 6.750064, 29.979179
3167, 153.287308, 23116.566406
3168, 81.922852, 6322.150391
3169, 41.547401, 1367.948608
3170, 193.137695, 32671.753906
3171, 51.703835, 2238.150391
3172, 110.663391, 12189.540039
3173, 11.885803, 92.966949
3174, 107.051056, 11360.258789
3175, 132.874619, 17709.287109
3176, 14.251746, 135.180862
3177, 8.294042, 44.984753
3178, 7.170112, 33.740719
3179, 119.713684, 14361.211914
3180, 96.785873, 9138.720703
3181, 254.639450, 35738.078125
3182, 21.787052, 331.322296
3183, 75.648788, 5288.614746
3184, 186.004593, 31198.994141
3185, 137.638306, 18959.476562
3186, 254.267319, 35792.015625
3187, 38.665787, 1164.784424
3188, 99.842308, 9778.118164
3189, 238.215881, 37096.605469
3190, 223.572586, 36799.160156
3191, 144.591522, 20803.681641
3192, 159.574249, 24772.902344
3193, 166.756866, 26626.017578
3194, 221.534988, 36658.812500
3195, 193.524490, 32747.843750
3196, 34.997459, 933.004456
3197, 171.745789, 27876.289062
3198, 221.271683, 36637.597656
3199, 30.014275, 664.565125
3200, 126.062691, 15952.991211
3201, 247.653397, 36554.664062
3202, 238.832993, 37079.722656
3203, 67.931175, 4149.672852
3204, 97.475037, 9281.165039
3205, 40.817272, 1314.716675
3206, 159.403610, 24728.333984
3207, 204.319427, 34645.433594
3208, 50.395428, 2112.217285
3209, 86.248482, 7089.734863
3210, 169.246140, 27254.318359
3211, 211.159622, 35610.203125
3212, 196.778427, 33363.125000
3213, 62.705967, 3462.779053
3214, 109.477837, 11914.849609
3215, 159.868317, 24849.591797
3216, 229.458466, 37072.832031
3217, 242.202835, 36944.121094
3218, 223.312698, 36781.941406
3219, 134.511017, 18137.062500
3220, 98.419319, 9478.020508
3221, 2.759298, 5.630363
3222, 235.596100, 37142.156250
3223, 200.178436, 33967.660156
3224, 138.031296, 19063.128906
3225, 131.463455, 17342.031250
3226, 159.968948, 24876.222656
3227, 97.141472, 9212.169922
3228, 197.091782, 33420.687500
3229, 37.406708, 1081.882080
3230, 232.702881, 37138.652344
3231, 211.651703, 35671.683594
3232, 238.570251, 37088.171875
3233, 28.188768, 579.120667
3234, 6.252665, 25.831921
3235, 120.566673, 14572.095703
3236, 51.325752, 2201.293213
3237, 151.378647, 22609.892578
3238, 40.255775, 1274.574463
3239, 10.834033, 76.956924
3240, 16.616537, 186.315231
3241, 206.444611, 34966.730469
3242, 99.233398, 9649.171875
3243, 0.879176, 0.861683
3244, 251.718933, 36123.832031
3245, 22.262575, 347.059052
3246, 27.428776, 545.526978
3247, 87.780807, 7372.075684
3248, 230.974655, 37111.125000
3249, 72.608543, 4822.263672
3250, 139.516190, 19455.761719
3251, 27.161924, 534.012451
3252, 14.200053, 134.160828
3253, 131.298111, 17299.111328
3254, 104.727043, 10839.319336
3255, 99.050652, 9610.683594
3256, 96.667603, 9114.382812
3257, 91.254578, 8032.255859
3258, 45.300751, 1661.192993
3259, 210.210052, 35489.207031
3260, 59.811279, 3111.595215
3261, 139.243073, 19383.488281
3262, 202.322021, 34327.351562
3263, 62.192833, 3399.068115
3264, 201.640442, 34214.734375
3265, 38.674126, 1165.341064
3266, 177.278244, 29215.851562
3267, 244.695572, 36792.722656
3268, 246.339218, 36667.042969
3269, 140.820938, 19801.500000
3270, 82.429512, 6409.783691
3271, 164.555084, 26063.773438
3272, 35.801155, 981.270569
3273, 8.179741, 43.763744
3274, 105.517944, 11015.466797
3275, 196.507309, 33313.503906
3276, 95.285484, 8832.019531
3277, 142.477112, 20241.228516
3278, 114.152092, 13011.607422
3279, 15.030551, 151.005020
3280, 111.900215, 12478.636719
3281, 241.839066, 36961.082031
3282, 119.259636, 14249.367188
3283, 68.606430, 4243.481934
3284, 210.705246, 35552.203125
3285, 28.441879, 590.548889
3286, 218.381149, 36396.023438
3287, 195.960312, 33211.937500
3288, 148.842056, 21935.306641
3289, 231.060577, 37112.859375
3290, 196.319260, 33278.640625
3291, 12.319933, 100.065346
3292, 67.613564, 4106.057129
3293, 52.200279, 2286.949951
3294, 241.989243, 36954.140625
3295, 248.337112, 36489.496094
3296, 184.586838, 30888.617188
3297, 217.169861, 36281.906250
3298, 86.999611, 7227.416992
3299, 229.331238, 37070.652344
3300, 240.576843, 37018.855469
3301, 121.964622, 14919.813477
3302, 178.328598, 29463.158203
3303, 23.570162, 392.470215
3304, 221.686920, 36668.976562
3305, 185.371109, 31061.150391
3306, 234.962234, 37145.722656
3307, 97.590988, 9305.255859
3308, 244.397629, 36812.679688
3309, 221.525253, 36657.585938
3310, 191.882217, 32423.423828
3311, 69.333672, 4345.695801
3312, 76.276573, 5387.672852
3313, 44.841232, 1623.519775
3314, 223.491730, 36793.265625
3315, 212.213379, 35740.343750
3316, 50.759899, 2146.898438
3317, 197.655060, 33523.125000
3318, 12.799164, 108.231194
3319, 164.290359, 25995.835938
3320, 122.434448, 15037.244141
3321, 105.709404, 11058.345703
3322, 87.436684, 7308.188477
3323, 219.049576, 36456.804688
3324, 172.948761, 28172.093750
3325, 246.188477, 36678.308594
3326, 72.018585, 4734.508301
3327, 55.281776, 2603.682129
3328, 218.730942, 36429.039062
3329, 231.904541, 37127.664062
3330, 131.161911, 17263.777344
3331, 4.886613, 16.103035
3332, 6.895717, 31.257267
3333, 23.023163, 373.085938
3334, 239.701859, 37052.203125
3335, 244.895538, 36777.511719
3336, 177.109863, 29175.541016
3337, 55.944328, 2674.823730
3338, 169.667419, 27359.751953
3339, 35.171837, 943.339722
3340, 171.066742, 27708.328125
3341, 78.087959, 5679.056641
3342, 142.542633, 20258.689453
3343, 147.370712, 21543.490234
3344, 55.025536, 2576.439697
3345, 205.408295, 34811.449219
3346, 184.854492, 30947.951172
3347, 87.376839, 7297.054688
3348, 206.640213, 34995.406250
3349, 106.243759, 11178.171875
3350, 195.737625, 33169.707031
3351, 78.823463, 5799.623535
3352, 3.453547, 8.439200
3353, 144.922104, 20891.562500
3354, 107.050865, 11360.218750
3355, 151.937820, 22758.585938
3356, 133.496323, 17871.597656
3357, 162.108353, 25432.474609
3358, 241.153458, 36994.226562
3359, 153.796509, 23251.597656
3360, 104.156677, 10713.016602
3361, 183.968689, 30752.716797
3362, 244.119827, 36829.546875
3363, 149.554840, 22125.070312
3364, 243.852127, 36846.050781
3365, 204.930038, 34739.898438
3366, 218.243362, 36384.105469
3367, 97.770828, 9342.649414
3368, 167.369003, 26781.496094
3369, 76.899719, 5487.040039
3370, 134.427490, 18115.193359
3371, 198.255951, 33630.953125
3372, 10.276552, 69.141769
3373, 9.462070, 58.538124
3374, 246.736526, 36633.714844
3375, 37.497925, 1087.788574
3376, 173.779617, 28375.207031
3377, 161.529480, 25282.552734
3378, 166.570190, 26578.652344
3379, 227.417297, 37000.398438
3380, 166.581436, 26581.732422
3381, 113.993340, 12973.703125
3382, 56.592236, 2745.435059
3383, 25.928177, 482.574554
3384, 55.390686, 2615.304199
3385, 105.273544, 10960.937500
3386, 193.703415, 32782.503906
3387, 170.165192, 27484.470703
3388, 251.553299, 36143.179688
3389, 221.591324, 36661.429688
3390, 0.000061, 0.000030
3391, 150.164627, 22287.302734
3392, 26.812450, 519.130554
3393, 52.844719, 2351.308594
3394, 5.296474, 18.768419
3395, 99.752174, 9759.055664
3396, 251.745087, 36121.804688
3397, 73.691383, 4985.764648
3398, 247.312881, 36583.363281
3399, 219.998901, 36536.742188
3400, 160.591629, 25038.535156
3401, 5.241236, 18.396694
3402, 173.402008, 28282.917969
3403, 230.539688, 37102.367188
3404, 215.553391, 36119.726562
3405, 158.603867, 24518.792969
3406, 218.800507, 36435.054688
3407, 214.415985, 35995.832031
3408, 226.593658, 36965.324219
3409, 114.695312, 13141.329102
3410, 107.223663, 11399.446289
3411, 200.839645, 34079.914062
3412, 139.074677, 19338.962891
3413, 11.714806, 90.250229
3414, 91.077927, 7997.971680
3415, 40.477097, 1290.287720
3416, 16.363043, 180.386154
3417, 150.304077, 22324.353516
3418, 92.354256, 8246.935547
3419, 101.791771, 10196.024414
3420, 2.473445, 4.641181
3421, 137.290344, 18867.638672
3422, 132.956161, 17730.574219
3423, 223.747330, 36808.828125
3424, 169.765121, 27384.474609
3425, 69.544380, 4375.565918
3426, 44.731308, 1614.590210
3427, 203.732162, 34553.156250
3428, 179.373184, 29707.777344
3429, 99.319870, 9667.564453
3430, 64.054214, 3633.517578
3431, 147.295090, 21523.406250
3432, 160.117355, 24914.949219
3433, 218.517181, 36409.125000
3434, 152.434509, 22890.333984
3435, 23.777822, 399.989502
3436, 102.176743, 10279.393555
3437, 253.021103, 35959.152344
3438, 0.268040, 0.172963
3439, 133.233582, 17802.992188
3440, 103.721901, 10617.113281
3441, 58.775806, 2990.961670
3442, 123.787239, 15376.862305
3443, 213.128082, 35849.394531
3444, 82.483513, 6419.166504
3445, 63.115833, 3514.258545
3446, 247.208633, 36594.515625
3447, 164.173492, 25965.812500
3448, 24.850550, 440.073425
3449, 246.657623, 36640.003906
3450, 101.618614, 10158.616211
3451, 3.540404, 8.831473
3452, 52.971493, 2364.055420
3453, 114.278084, 13041.658203
3454, 73.602768, 4972.326660
3455, 111.351746, 12350.125000
3456, 133.982346, 17998.662109
3457, 185.378448, 31062.703125
3458, 252.140121, 36072.027344
3459, 62.684635, 3460.197998
3460, 108.806541, 11760.398438
3461, 213.188675, 35856.066406
3462, 251.432724, 36159.332031
3463, 94.096542, 8592.475586
3464, 183.303009, 30604.291016
3465, 113.536324, 12865.060547
3466, 127.593842, 16343.888672
3467, 153.448288, 23159.404297
3468, 32.521935, 793.091370
3469, 70.274406, 4479.829102
3470, 4.645178, 14.632381
3471, 17.912148, 218.278351
3472, 138.842255, 19277.414062
3473, 20.465343, 289.742065
3474, 119.698708, 14357.517578
3475, 39.587437, 1227.770020
3476, 99.865372, 9783.025391
3477, 11.820428, 91.925880
3478, 70.189568, 4467.619629
3479, 136.573837, 18678.865234
3480, 184.840073, 30944.896484
3481, 82.060188, 6345.897949
3482, 92.587883, 8292.893555
3483, 170.506943, 27569.480469
3484, 250.273941, 36290.808594
3485, 193.080704, 32661.382812
3486, 129.709381, 16887.886719
3487, 128.257339, 16514.042969
3488, 176.842621, 29112.619141
3489, 118.884239, 14157.104492
3490, 88.997398, 7600.183105
3491, 150.088394, 22267.080078
3492, 53.453903, 2413.030029
3493, 42.177357, 1414.906860
3494, 191.207932, 32288.750000
3495, 84.018951, 6688.521973
3496, 246.786148, 36630.566406
3497, 107.887474, 11550.301758
3498, 235.916702, 37139.250000
3499, 142.885178, 20349.712891
3500, 193.817368, 32804.113281
3501, 67.945168, 4151.628906
3502, 213.208481, 35859.292969
3503, 77.877113, 5644.731934
3504, 99.556374, 9717.559570
3505, 100.914772, 10007.129883
3506, 5.515695, 20.282593
3507, 94.321808, 8637.625977
3508, 37.485920, 1086.986328
3509, 145.019684, 20917.617188
3510, 235.953003, 37138.000000
3511, 177.955383, 29375.570312
3512, 77.450340, 5575.530762
3513, 5.143407, 17.748480
3514, 55.881126, 2668.000488
3515, 85.821762, 7012.001465
3516, 209.513031, 35396.875000
3517, 196.095230, 33237.417969
3518, 26.433952, 503.307281
3519, 137.679031, 18970.150391
3520, 10.643661, 74.238045
3521, 124.189110, 15478.201172
3522, 224.489655, 36854.300781
3523, 132.791458, 17687.609375
3524, 168.933807, 27176.347656
3525, 245.764969, 36713.957031
3526, 51.600929, 2228.115234
3527, 114.133484, 13007.114258
3528, 110.128906, 12065.369141
3529, 46.205002, 1736.769653
3530, 245.979202, 36695.554688
3531, 68.818909, 4273.187500
3532, 0.640254, 0.543330
3533, 125.272125, 15752.164062
3534, 184.590912, 30889.978516
3535, 126.629501, 16097.423828
3536, 84.691742, 6808.317871
3537, 87.048592, 7236.409668
3538, 36.632542, 1032.653809
3539, 176.269897, 28975.732422
3540, 115.367958, 13302.647461
3541, 241.144135, 36994.085938
3542, 151.438812, 22626.066406
3543, 87.288788, 7280.806152
3544, 33.620724, 853.543823
3545, 187.556213, 31531.537109
3546, 135.849457, 18488.333984
3547, 235.179153, 37144.082031
3548, 159.427017, 24734.457031
3549, 196.609924, 33332.625000
3550, 229.981079, 37089.597656
3551, 113.619034, 12884.649414
3552, 128.703262, 16628.632812
